player_id,player_slug,tm_season_id,season_label,summary_row_text,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,minutes_est,appearances_est
638060,william,2022,22/23,Total 2023: | Total 2023: | nan | 23 | - | 9 | - | - | 32 | 7 | 2.070',Total 2023:,nan,23,-,9,-,-,32,7,2.070',2070.0,23.0
638060,william,2021,21/22,Total 2022: | Total 2022: | nan | 3 | - | - | - | - | 4 | - | 270',Total 2022:,nan,3,-,-,-,-,4,-,270',270.0,3.0
638060,william,2020,20/21,Total 2021: | Total 2021: | nan | - | - | - | - | - | - | - | -,Total 2021:,nan,-,-,-,-,-,-,-,-,,
638060,william,2019,19/20,Total 2020: | Total 2020: | nan | - | - | - | - | - | - | - | -,Total 2020:,nan,-,-,-,-,-,-,-,-,,
638060,william,2018,18/19,Total 2019: | Total 2019: | nan | - | - | - | - | - | - | - | -,Total 2019:,nan,-,-,-,-,-,-,-,-,,
379687,didi,2022,22/23,Total 22/23: | Total 22/23: | nan | 21 | 1 | 1 | 2 | - | - | 1.811',Total 22/23:,nan,21,1,1,2,-,-,1.811',,1811.0,21.0
379687,didi,2021,21/22,Total 21/22: | Total 21/22: | nan | 22 | - | - | 4 | - | 1 | 1.833',Total 21/22:,nan,22,-,-,4,-,1,1.833',,1833.0,22.0
379687,didi,2020,20/21,Total 20/21: | Total 20/21: | nan | 18 | - | - | 2 | - | - | 809',Total 20/21:,nan,18,-,-,2,-,-,809',,809.0,18.0
379687,didi,2019,19/20,Total 19/20: | Total 19/20: | nan | 35 | 2 | 1 | 5 | - | - | 3.040',Total 19/20:,nan,35,2,1,5,-,-,3.040',,3040.0,35.0
379687,didi,2018,18/19,Total 18/19: | Total 18/19: | nan | 19 | 2 | - | 3 | - | - | 1.710',Total 18/19:,nan,19,2,-,3,-,-,1.710',,1710.0,19.0
379687,didi,2017,17/18,Total 17/18: | Total 17/18: | nan | 23 | 1 | 1 | 6 | - | - | 2.070',Total 17/18:,nan,23,1,1,6,-,-,2.070',,2070.0,23.0
379687,didi,2016,16/17,Total 16/17: | Total 16/17: | nan | 23 | - | - | 8 | - | - | 2.070',Total 16/17:,nan,23,-,-,8,-,-,2.070',,2070.0,23.0
379687,didi,2015,15/16,Total 15/16: | Total 15/16: | nan | 36 | - | 1 | 9 | - | - | 3.169',Total 15/16:,nan,36,-,1,9,-,-,3.169',,3169.0,36.0
379687,didi,2014,14/15,Total 14/15: | Total 14/15: | nan | 13 | - | - | 1 | - | - | 1.158',Total 14/15:,nan,13,-,-,1,-,-,1.158',,1158.0,13.0
379687,didi,2013,13/14,Total 13/14: | Total 13/14: | nan | 21 | 1 | - | 3 | - | - | 1.714',Total 13/14:,nan,21,1,-,3,-,-,1.714',,1714.0,21.0
379687,didi,2012,12/13,Total 12/13: | Total 12/13: | nan | 16 | - | - | 3 | - | - | 1.054',Total 12/13:,nan,16,-,-,3,-,-,1.054',,1054.0,16.0
379687,didi,2009,09/10,Total 09/10: | Total 09/10: | nan | - | - | - | - | - | - | -,Total 09/10:,nan,-,-,-,-,-,-,-,,,
810311,kelvin,2025,25/26,Total 2026: | Total 2026: | nan | 9 | - | - | 3 | - | - | 519',Total 2026:,nan,9,-,-,3,-,-,519',,519.0,9.0
810311,kelvin,2024,24/25,Total 2025: | Total 2025: | nan | 6 | - | - | 4 | - | - | 540',Total 2025:,nan,6,-,-,4,-,-,540',,540.0,6.0
810311,kelvin,2023,23/24,Total 2024: | Total 2024: | nan | 3 | - | - | - | - | - | 138',Total 2024:,nan,3,-,-,-,-,-,138',,138.0,3.0
810311,kelvin,2022,22/23,Total 2023: | Total 2023: | nan | 4 | - | - | 2 | - | - | 238',Total 2023:,nan,4,-,-,2,-,-,238',,238.0,4.0
810311,kelvin,2021,21/22,Total 2022: | Total 2022: | nan | 1 | - | - | 1 | - | - | 71',Total 2022:,nan,1,-,-,1,-,-,71',,71.0,1.0
810311,kelvin,2020,20/21,Total 2021: | Total 2021: | nan | - | - | - | - | - | - | -,Total 2021:,nan,-,-,-,-,-,-,-,,,
810311,kelvin,2019,19/20,Total 2020: | Total 2020: | nan | 2 | - | - | 1 | - | - | 8',Total 2020:,nan,2,-,-,1,-,-,8',,8.0,2.0
80927,eltinho,2023,23/24,Total 23/24: | Total 23/24: | nan | 2 | - | - | - | - | - | 68',Total 23/24:,nan,2,-,-,-,-,-,68',,68.0,2.0
80927,eltinho,2022,22/23,Total 22/23: | Total 22/23: | nan | 23 | 2 | - | 2 | - | 1 | 1.583',Total 22/23:,nan,23,2,-,2,-,1,1.583',,1583.0,23.0
80927,eltinho,2021,21/22,Total 21/22: | Total 21/22: | nan | 32 | 4 | - | 4 | - | - | 1.905',Total 21/22:,nan,32,4,-,4,-,-,1.905',,1905.0,32.0
80927,eltinho,2020,20/21,Total 20/21: | Total 20/21: | nan | 23 | 3 | 3 | 8 | - | - | 1.716',Total 20/21:,nan,23,3,3,8,-,-,1.716',,1716.0,23.0
80927,eltinho,2019,19/20,Total 19/20: | Total 19/20: | nan | 36 | 1 | 2 | 10 | 1 | - | 2.891',Total 19/20:,nan,36,1,2,10,1,-,2.891',,2891.0,36.0
80927,eltinho,2018,18/19,Total 18/19: | Total 18/19: | nan | 29 | 4 | 1 | 6 | - | - | 2.494',Total 18/19:,nan,29,4,1,6,-,-,2.494',,2494.0,29.0
80927,eltinho,2017,17/18,Total 17/18: | Total 17/18: | nan | 7 | - | - | - | - | - | 435',Total 17/18:,nan,7,-,-,-,-,-,435',,435.0,7.0
80927,eltinho,2016,16/17,Total 16/17: | Total 16/17: | nan | 32 | 1 | 1 | 12 | - | - | 2.745',Total 16/17:,nan,32,1,1,12,-,-,2.745',,2745.0,32.0
80927,eltinho,2015,15/16,Total 15/16: | Total 15/16: | nan | 15 | 7 | - | 2 | - | - | 1.164',Total 15/16:,nan,15,7,-,2,-,-,1.164',,1164.0,15.0
80927,eltinho,2014,14/15,Total 14/15: | Total 14/15: | nan | 22 | - | 1 | 7 | - | - | 1.612',Total 14/15:,nan,22,-,1,7,-,-,1.612',,1612.0,22.0
80927,eltinho,2013,13/14,Total 13/14: | Total 13/14: | nan | 25 | 1 | - | 7 | - | - | 1.168',Total 13/14:,nan,25,1,-,7,-,-,1.168',,1168.0,25.0
80927,eltinho,2012,12/13,Total 12/13: | Total 12/13: | nan | 18 | - | - | 3 | - | - | 1.458',Total 12/13:,nan,18,-,-,3,-,-,1.458',,1458.0,18.0
80927,eltinho,2011,11/12,Total 11/12: | Total 11/12: | nan | 22 | - | - | 3 | - | - | 1.509',Total 11/12:,nan,22,-,-,3,-,-,1.509',,1509.0,22.0
80927,eltinho,2010,10/11,Total 10/11: | Total 10/11: | nan | 33 | 2 | 1 | 7 | - | - | 2.468',Total 10/11:,nan,33,2,1,7,-,-,2.468',,2468.0,33.0
80927,eltinho,2009,09/10,Total 09/10: | Total 09/10: | nan | 27 | 3 | 2 | 7 | - | - | 2.222',Total 09/10:,nan,27,3,2,7,-,-,2.222',,2222.0,27.0
